id,titulo,isbn,autor_id,genero_id,anio_publicacion,editorial,ejemplares_totales,ubicacion,notas,portada_url,descripcion,paginas,idioma,saga,resena,puntuacion,creado_en
253,La comida en la historia argentina,9789500756419,253,,,Desconocido,1,,,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxMTEhUTExMVFRUWFxYYGRgYFxgVGBcXGBUaFxgVFRUYHSggGB0lHxcWIjEhJikrLi4uGh8zODMtNygtLisBCgoKDg0OGhAQGy0lICUtLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLf/AABEIAREAuAMBIgACEQEDEQH/xAAcAAABBQEBAQAAAAAAAAAAAAAEAAIDBQYHAQj/xABCEAABAwIEAwUECAMHBQEBAAABAgMRAAQFEiExQVFxBhMiYYEykaGxBxQjQlLB0fBy4fEkMzRigqKyFUNzksKzFv/EABkBAAMBAQEAAAAAAAAAAAAAAAABAgMEBf/EACMRAQEAAgIDAAICAwAAAAAAAAABAhEhMQMSQRNhInEyUcH/2gAMAwEAAhEDEQA/ACqVKlVOMqVKlQCpUqVAKlSpUAqVKlQCpUqVAKlSpUAqVKlQCpUqVAKlSpUAqVKlQCpUqVAKlSpUBpmbG3/s6FNHM82CVhagQcgM5dqBwXD0KecS4MyGwqdSNQoJGx61bsWy1LslhJKUtDMeA8AiaDsi33d04tRCFu5QpOp9oq065hUbXpDh+GoN240tMpTngSRpIy6gzsagvsOS2wokeNL5Rmk6pySNNtdDVxlH1wrGzjGYe4D8qFxi4Dlk2vipac38QQpJP+0UbuxrhG9hrQumWwnwLQCoSdTC9ZmeAoLEls5u7bZyFLkFWdSpAJBEHadDVxcf423/APGn5LoHGhcKXLiTkS4QgwAIKtNRvoBRBQfaC2S2+pCBCQE6STuAdzTuztqhx3KtOZOVRiSNRHKje09i4XluZDkhPi4bAfOo+yift/8AQr5inv8AiWv5IsStmiw2+2gt5lFJSVFQO+oJ6fGp77DG02qVgfaANqUZOy5A0mP6VPirbjlu2XhDveZU8CUkcUj0+FH3qW1fWG0lRWGgMseEBsSmDzlQpbPTPYlaoSzbrSIUsKKjJ1jLGh23O1EnDkGyDoT9pqZk6gOZTpMbEVNfWTjlvbZElUJVMcJyx8jRmEEZLZJ2WH0n/wB83/zT3wNcq3tFhzbSGsiYUcwUZJkgDmec07tDhjbTaCgQQrIvUmVFAUNzp/Oibj7YWx3zvOn07yflT8VKHGbnIpSlJcStUjQHRHh5iEmlsWRCmytkd204mC43nLpXlykjYDbn8N6Ewy3aDDrrjfeFCwBCinQwOHWasbvDS+tg6hvuRKxECAT+lQYEpwWzxZ1XnTl0BnadDptNHwa5DYSyy6859lCA2VBGZWhGUe1vz99RYnbN9y2+2koCyUlJUVQROoJ6GjcDbc+sPd4CFqaWSIiSpSeAptzaqFtbMrGVanT4TvBJE/7hT+jXBuK4Y2i3QpIhY7vOZJ9pM7EwNYqhrYYmW1pukpUoqCUqII0T3f4fdWPp4lkVKlSqknRXkVNlrwpoBG4XGXOvLERmMRyiYimZzGWTlmYkxPONpr3LTmmwVAEwCQCeQnU0gMw2xuHj9nnMeHMVFIA/DmJ+ArzE8OcYIacUNQF5UqJAmRJBA10NbBhqb5DSRDTDWZKRtKhGbzPi38j51S40yq4vFpQJMhI8gkQSTwEzQu46iiDipCsypGgMmQOQPCpVOrUIUtRHmon5mr1nsyVLLYebK0iVAZjHwqqvLbu1qRIOUxI5jehFliFT6yIK1kcioke6aa2SkykkHmCR8qNs7ArQt1SkttNglbizCUgCT1gVmcSxZal2yLHu7n60XA2fEhQU2YUFtLAKBuZOkAnhRuKmGV6XSlqJBKiSNiSSR0NehapJzKk7mTJ6njVXiGCXoUpgYhbm7Q0XjbNtKkpSASO+Ok6iAQJkcNaD7FYff39u5cpum20NrKftEAhWVCVlUiAB4gPQ0tq/Dk0KXlgQFrAHAKIHzpoUrTxHSY1Ok7xyqsewPElWqbpu6tHUbq7laciUgwpReV4SE65tREHeKIxW2u7eyTdzb3LehUppalABRACkmAFpkwSIjluQbg/FksrOxfcEtBZDeuhjLO+XXc8hQfiEwo+LfU69edXPY7EHVWK7tKkNtnPIWJ1bJSVJM6agjXlUWGYWt+SkgJT7S1Hwjjvx5003GzUV9qw+sFDYcUnilOYp15gaa60OHFoJSFKTBMgKI1GmsGt72dtksMuuBaVjUymYhCdtfOax9lhbj68qBJ3JOgHmTQLNaAfWVzmzrzRE5jMcpmaap5ROYqUVDjJn371obXsmXCoIfaVk0VGYweW3kazzqIURMwSJ5wd6CssIPKknMqTuZMmd5PGmV7FKKZPKVexSoA/u6aW6PDegphapAAUUg3RhaqRtigNB2IYCUuuHbQeiQVH5ipey4hL75HiJPyKz75HupmF3raWSyrMnNmlQg+1pt0iibVh23ByJD7atdDB25a8OtJrPiHsinR51R3Ik9JUo/EVzfH+0yBnyKzLUSSfupkydeJ14Vou0XbtdirujbJIWkkIVLYA2008YOs1x68vi6pSoSnMScqRlSJMwlI2SOAotXjhLJt1T6QHCzgNqhH/eUxnI0nMhT6p6qSKrfoFwqX7i5KTCG0tpVHhlapWAeJAQnoFedBYZ2+e+o/V3LFq8ZZCEFTk5UjZoOJKVAnSBt7PU0HhH0iXbFz3gQ2tJSG02zYLTSRmlIZCQcqpnXWZI1gRLVb/R9jaxiGKXSoLfduuuqUNU5XD3LaTwkZhHHuxyq+vbxTXZlS1pQhb7RGVptLSEpuXMqUobTAADax56Gax3aXtPdXil2bFkm2KlKU602JcccQCol1WVMxlmImRuaix7tc9f2bVmi07ttoIVLbhcJQ02UiU5BCQCCTwgUBq2h9U7Kn8T7R6n605p7kL+FO7TNm07MtMgQtxDKSBwLiu/d/8Ausj2s7ZuXlo1aC37lDSkGUuFeYIQUJSRkTprPoKLxL6QbsWbLD1myVZEKaecGeQmUJeS0oZc+h1mJ1iDFAaHthNn2bYY9lbqbdB/iUe/dH+1Yoi9xBdh2ftVJErdDObMTMugvKEnyBT0rIv/AErvOWyWHbdhx1GWHXE954k6Bzulad5H3piZ0jSvB9J7jloLa4tGbopAhx8lQJHsqcay+IjyUmaBp09u/DeEsrchsvob0JjV7x5esE0Xg7ZasnXAIUoKIPlGVJ6bn1rkqvpXuFWwt3ra2eWIAdWkKTI9lZYjLmHMECdY4Ud2C+kp5J+q3SfrAdWcq1HxBSz7BAEKSTsBETG0APaLh9dM7Op7mzdc4nOR/pTAHvBrDqbrZJxdxLZSppGVWYJBEJEaFOXiBWbdYqnPlZqSK7LSy0SpqvO7oSHy0qI7uvKAvUo0HQV4W6IQnQdBSKKDDBqiGmae23RjbVA0F7qqHtD21XYFKGglaj4lJVOUA6DYggmtWUVwrtbiHf3DyxsVEJ/hT4R8p9aVaeLHkez2hTfYo1cX/dhqCMpnuglCFltCp+6VkEk6HMZ02t8Ku7CEF36opTi7hbkttqADdr3TbZWGxkzuS5mSEgqByyIJ520iYET8KJRMQECpdLYdkHrX6qyzcOtISq9C30qKknukMZUBWhlJWTKiQANJmiPr9mbvDpVbJSgBx9bQShCXUuKcKFZUpBAyISnnI5zWGas1L6eQ/cVKtvKAk7DgPz66UBvW76zeUl9Tluhblm+VEt+IXLrp8TiUpylbaFmPvK896JevrNLbvdPtNrNmGMsBQyG4OZZUjMFvdzGYDNJ4mucBa1CBtyA/c14izcP3Y66UB0HEsSs203RaFotaEOptwkBSSlxTSGgQoZVrSG3VqJCiM++pFNunsPW+pZcsgAixQgFACO7Lma7WGyjJ3ntJCdSkGdNxhmczZ8Q/Qg8DUV60CrTQH9YP5UBpMHFkq6vHHTbNg3LQZC0pLQtzcnviy2UlKj3SUpBjQKJEb1dIXZF9lsIsXUvPX61nukLQjWLNgKKJbHhTtpqd801zZpRBgkeu1H2F8W3EqTKIgyP3AoDfYxZWtslSViy+soYs0KSUNoTmJU5cOEBqDnzISQBmyggZc00rK+wtNyhSXLNAt7tGReVKFrabsIz94lMrC3zqVGBlneJwd4tS3llxalqWSrOo5iSfxHiNI6R6VblspK8pHSgO+9mMVZet2z3zLrwYHeZR/wB1S/GrKpI28xtFXWRkKKvs4KlGCARAR4QARoCddK4H2PxH6vcNqnQkA/wnQ/Ou5d3Iqpy5s/41SOM1F3VWrzNDlumyBd1So3u68oA5saDoPlToprZ0HQfKnig0rKaNQmhrejQKFQBjV2hllbjhhIBHmSdAAOc18736tVcDP5nT5V2D6TbxORpmdSrMegBA+JrmthhhuLkJiQNT0nT5n3VOVdHixBWGGOrEpA9avWezN4R4UI95H5V0fCsHSiABwFXqLasveur8WMnLldt2JvF/3jiUDykn0ECryx7BMo9qVnjP6Vv+4FODY4a0bpSYz4yh7ONhMJSB6VW3ODwK3a2jymqa+bABmprXHVc2xm00IS2SfSPnWYdaWFeMRI01AjrXS79gHas5iNileigDFXjkx8mGmVdUCvMOQPU8T14+lPNuVyWxGhPIE+U7HyqLE7MpUSOdF2KVEBKiZMx+Wnp8KtkqnLgnXiD+xRN1cBYChuBBqC9a8Znnr151CEwTrpBH7+FIJQYIUNoiOoMR0NfQHZV/vLRlZ3yAHqnw/lXz5bt5hl2kgA+ZmK7x9HzwVaJAEFKiCOROp+dPFl5ItrhuhCirK4TQKhVueostKpKVAeN7DoKeKa2nQdB8qeE1Oz0JtqNoW1TRkU1Ryb6QXc105JgJGUde7Sr/AOqh+jzClKcU6VHKkkBP8vWhPpJuP7W7lEjMARtqEBJPwq++iazBZW6SZUSnU8AajPp1+L43lo3R3dwKHtlgTT37oRvArKN8t2nBP72p4VwEVAh46QD1NMW9qYn0FVuF61ItehmZ+Hz61UXxOpFHvAyN9vn5Cq3FrhLScziwkfH0FTWmOop75rlWffTqTSv+0xUqGUqUOhM+eg2oRu/KzlUgpPwP6VUxrPPyS9KzFm0kEH5VSW74TGpJ9wjjrxNaa4bmR5VnVtZVeJPGNDodekirjCo1NzroZJJHLQmflVYpPKdzVliScgSQRJBkfH8x8aBs4za7fqD/ACoA/CWQpQJ0GZJnzTqfnFdn+j0DuDHEpP8AsG/nvXH8PbG/tAFKuUKkE/Dh512X6O2lC38QicpHIgpGo6mac7Z5r64FALqzfTQCk1TCxDXlS5K9o2Wjm2tB0Hyp6WqKbT4R0Hyp6U1yTyx0ejy2bovu6TKaIy1pj5Nj0cB7aNf2i54kOn3b/nWq+ipwC0UJ2Wr461nPpDaKby4AkHMFe9IoXs5duG2LaFRmeOY+WRJG3rWl5jXG6dbZIJ3HqaMS0lW8CPdXOf8A+XuVJzJe1/zKy/CaiavL21PiWFjkTnFZ+ra5366YhogwOszw61G4sZYBBOnlVb2dxfvwDASQCIBkfHbfahsVbKAvoSNxHSaLwuc8pO0PaFLA8JleXbSBpFYJNrcXqu8eWG29gpZgHySONH2VmlSS45KiDt8gOvOrV/AlG2cuFZgrL4UJmEJmNfvSBrGnrVY3dZZy62hRaW7SMiVg+YA1POZqrvbALEpOo21qhucPJuShp51aMwyqVAKhAJUUawJnfWIq2wxC25zqzCY8qdR2HUhUkHU/Os7iSlpMj2TPDUVtbpATB48+BEVn8ZCQOGtOFWZWtROYbDSf61Anc8/LaaIbbIClHQDgeJnaKisU5lSedBLhS8jaUp33PlOproP0RXys7rKiSFJ7weSgQlXvBHuFc/tkDU8a6B9EzH9qX5Mq/wCaKZXp0Z9NALTV28xQarWpuTK4q6KVHi1pUexep7SAUp6D5U8NVkrfGFAATVnb44I1rzcvD5I6pY0DYipQqs25jE7U5u8POrwwynYrEfS/YQ+h5Oy28p/iTsfcR7qqfotZSpTzSwDHduJ6glKj/uRW97SWguGSk7jUdaxPZhv6vfNCMqXAppX+seH1zBFd2Flmk9NDYsKubtdstwttN7wIU4Z2STwHP3c6y2J4WtC1Nlp7vg6rxZlKT3MeEIEc9cxPDzNbG7ss7xVJSsga+Y0Ioi2wxajquR61My+SN74982oMAYCQCnQ5UzrpmjU6axJO9Ox56SEniIo9u2SlUJ15k8T5RVb2gQAUkcDU1rJwFt0oR4SDBMhQMQRqmrezZfIIQpUSSfEDJOs69aht2kqGwMiibN5SJSSdPf5daePCbOFfdYIobwid4/lAqvcw8SEpByjSfPjWpFsXfv6cedQ3zaUiOWtXUyTph8VbKdOVZrE0ZkkVrcbO/nWcfa1FPFj5Jqsmm3UVFJ2EnXaIr2xEqgacf5U+9ABPCvcKRqTVIWjOg6V1P6J2xmeMa5Ee4k/oK5gymT5b/wAq6h9FbZzvq/ytj3lR/KlSdCXUCqmUajNY55HpETSqTKKVRujTl6XNK9DtBh+pUPCuqxEo1l+j0XFVIWKnadqLira0Q/WT7ULKHUOACUrQsc5QoK/KtCh2qjtOxmaKuXypYzVPbaKyqURpkMKSryUAQRTkWpiMxjlVH2Sv+8s2gfbbJaPkE6pB/wBJSPSrsXNTnNV0+O24mwAschp7xVfjjJ4iKOdVqngJGvwGtSdpbT7PMFSeO23OnrhcurIzmD3aQfFpHHyrRuW+aFpOse8VjWm0lRlQAg8avOyj5WVtAyE6g8vKaWJXc5WwBSD5/Cq15yc2m3rV2g7pUNf3rVJi7cSf37qqnhzWfxNOaSOFZq/EfGtIFTmrL42uAT+4PEfviKMGXmZa+Op5/PzqTCePpQbyiTO/51e9kWAc5UAQE8ddyB+daML0sbFnidq6r9GFtFsp7g6slJ5oR4QehIUR5GuP4lZuLuhatmAtSQkTwUkHU7nc13vCWEsMNso9ltCUj0FZ+TLQnKxdXUHe0Lc3FBKuqy3s1x3opVTi7pUyc3XSSuo1mmg12MoMQ5RDblCIRT0Glo9rBDlOuxmbUPKggupEPVNxGzvo+XDzjKjo7qOPjSCf+JVNavuylSkneueqcLN2hxOhlKhJ00MmeutdHvrpKlIcTqlaAoHmCAQfcRUZzh0+HLV0hVcO6hsgK03EjTgRVLjjl1ljJIPBEkDy6Vd4eoyoqEFQzAeR2+FWbzrKQErVBO0SffGwqJ1y0t54jmVn2acWe8fRlE6CZP8AKtdhVsGwA2MoG8Tr1orFcTbSA2gZ9ZJMjSBG41NVB7RIk+EyD/F12otOYXW11dvEfv5Ggrp3Oj9+6pkXiXmzAVI5pUNPKRVS+koSdeY9Yo2IoL94pCorG4jd5pBmfh+/1rUYgM01lMRagxxq8enPneVWUTtWiwgd2wo8VrSkdB4j+VU7DBKtt6t7xcFKBsjfqd6pLV2WDqN41eApyhvb72bLlGnKDWybxIisdgeKApQ3BJgkkbJEgDNymTHQ1bLuQNzSuMqN6XjmIA0ObgHjVGbsExS701P41e68LlKqlN5Ar2j0P2jOJc1qcVXpe1PU0QlzSttstC0uRUyDVcaLZc0oCcqFOkVVu3BzUUy7NOUWPMTbCkzE5TPpxrQdlb0PWykGc1uYk7ltUkGfIhQ9BVOhQFTYAsMvhQPhXKFz+FUQfQwfSpyx2rDPTVvMLLYyq8ZjKfhrFS2uCIkl51alcVTl2GwA1+NNYzZwk6ZT8BtUt0/wG/GsZ+3ZLeoEu27NKtG1OKH4gSNPNVVmKYvrlbSEj+VW7OHBXCSPkaAXhqQonjz5GlbWk5+m2D2VPiOpoLFbsFB141NeIyaHlWaxO6iQSKnssrIHKpNUV6zKiZ0o368IJqluronatpw5LyJaeSjXjw686dY2i3lwnSd1nUJ/U+XvplrYgQp5WQHZP3z0A1FXa7TvAkAd02kHTZRHGeQo2QIXCIQhrMEpUVKUYlatgokeU1dh4rg86q0WzC8yWlkRvqY6wrdM8RTsJfKM7at0n+vpsfWqhVZB2DRjTsiqlbtSsvRRLpFmxzz8V7VW+9NKnsaALOp6n50TbroVZ1PU/OnoNJSySZpy1wKgtzTnqdqPqEnjU9suglmpG3YFJY3v9alD1Vfe1K0qaqVNxdAsr8LQlWoIHH7yQcp14lOx4+yfvCjkXCQrUVmrDDUtgDvvtnEIdUzok5IVkU2sj2xJJGxBIIgzUb2NSDmBBQcpMHQj8Y1KPiNiDWWeva6dHjy1OW5t30lWlVmMvpBUdB+zwrMW/aZIiHE+ih+tVGM9owonWp5rT2xl3tYYpfzpM1j8YvdTH9aHvcYniP30pi2SMhjvHFz4T7IAjWAfmaeOOmeefsiQhSxySNSdkjzJoq3eabGYIU6r8UEIHQmi3GxlHfERMBKZCc3kkSVn3+lB4vcuAZQ2ptG0nQnTbTQCOFV2zWGDfaqLqokkhPJAHKpiouOLC/7tByBM6KM+0rn8qbgqcrSRxVr0G5NAtXmRxZI8ClKI1SFQTuEk+s0BO/b5XGltgJOYJIGxBmdOgM1C9c/bqPCQk+gAPxpO4gQoKgZUhWUE6lREZjHIGqts1UKtDmpwXQts7KQamIoJKulXiDSpbIMoanqfnUiCBTyzqepp31el7B4h+l3hJgAk+WtOTbVdWlhkYCo8ThOv+UaD45vhSyzki/Hh7ZaUC5G4I614TVzc24yGdf1oZOFq/CR10+dKeSfV+TxXG8K4JqVn2hWhbwRltHePLWqATkaSZ011UoT7knrUL7ls5aF1hrJDgSSqSr2SY1J5inj5J7T+0XGycr3EH0d2lciXHLWDyUUM5Eg8IAmOvOshitvnvHSEIUkpSfFoQSNAkgGDoR6UPZYqUqSImNCqVaIG0kGIBy7yABtRd0+palONFBKkiRObKvXinh4tjyFFllOXcVVwwk5SdArwkK8UEyBrzkbztWXWkjcmtDiqlIS0ImMpJ3BUkbepzVUYon7Vz+NXxM/nThB7a3zrSn8RA/WtKkoK1rROmVEzIkb5fLUeoNVeBNgFbitkJJ9Tp796fgjhkog66iJOUjn5cKAtpSbiPvBtIRxglJMj3j4VHjJlBRupaoSnjuIMHUACda8xCxSVh5a8iQkDeJUnaFb7RtrUT94ltOZpvMDoHDtPH/MfWKQHOPJbGUaqIA02CR57Db3VQOX6s5yEhM8NJ8zxJ60ew046AtZlJTOXRKT41iFRrkGQqPu40Jd3afZCc0aSqUjT8LaSAkddaqAMVEmTTk0yakbE6DeqIdhrsKg7GrR1fKh2mG7YBy4hSz7Le/qfP4UfY31q6DILWsTsJ6SR6TNRc4PUGCaVWd1YFGuhSdlDY/ofKlR7ypBqc1PU05Llab6nhGZSfrLy1IkqgpygAwo5g3EDrVhgrOGuLU2yl8rABJJeSkpKQoEqTlBBBEDjWNy/S5hWYwi0LziUahJPiVEhKeJ68q2OL27SylKSUoQkJA4mBFDYqSjQAiOFUxxMaiazuVrrw8XpysVuttapTrzOp9/Cq7ELoq/fx/fnQFziQjWgLi7WuMo05nSlI12t2sTnQyTVY40pi1cSspSVvZ0pB12gj98qdZshOqjKvKRHTWvXXTJOZf8A7K+U1pjlqsfJhclRhTxDgTkkKmTBkQCdFcBzHEEg1NaYWColSFRmUrQEGMxCBI12BPqmpn1kkHOvQ6jOqD5ETUFxeZMoBStRASATrOuVfxMz5cq23bzHPcfUWbZeRQKVuKCl5ZSSTlhTesSTOx41sLH6KmlrU7dOOFS4PdtlKEo0GilkEqVPKB1rnuIXXdthsKlfEg66nMTPDgB5CrjEu1Fw222tl5akqlJBcWcpgRBzacdPKpu/hN059G9gELbR3qcwEq7zMZGxgiNDrWKxDBDZJcSCFZEKUFx7atgSnhEjT51K+q/7sOo791cJlADzsKO4hJgR5+dEYfhtxdnIph0d6nKe8QtoIiCSFKTGhE6TrwNKe29/D4V1jZJ7tKlgOrPiKlDN96CBOgjTT9KF+qJDq2YBaUjvCOCFZsspPAK3EeXnXTOz3YZm2TDq1XJ0kKCUtp5QnckDmfSj8X7J2zyVFpIZdV99I+8kQnOiRmAnaR5Gj21byHGW3VNtxsloKEn76u8WUpA81FJPkg7DfP0fj2GvWz62HvbQd5JCgRIUnyIg/wBKrimtpEve8rS9mrZGUughTmojgjyA5+dZdVPtLtbSsyD1HAjkaWU3BFw5hji3Sp4kg/e14zAGmkGNDpRbDC2QUlKXWjM5QMwEakj725G/6Ubh2KJdT4TCuKeI/WormxdCitlYg7oI0njA+7PlFZ7+UxVneLQSpsl1tQhTZjQyITrxg7HluKVApeGbxjunPxCMp4ASZkbaaGlU3CVW01vdtNXylBSAEqCUZBI1TCjnBAA1VJMneeddO7OOpU0HUnMFiQQCNAcoKQek+6s7/wBBt3HkqU2VqnckH1UIhUb6ztWxQpKEgQEpGwHIbQKXvMorHHV2qO0fszuTzEf0rC3NuoEBOqlHQfma2faK7SRpv854eZobC8OIGdXtn4D8IqL26Z0Ewrs222kLcHeObkHbeISNv2JrzFrNBEpABHCII8iOFXq0ECJ6Tw6VT4k5wJlR0HM+QFVROGQdXBMmAONCLvZ9kE+mnvNaR/s2oiVaqOscE/qdRrVHdW5bMHSnjIjPd5gJS1n7sdTXrlkp5OXMhGXmCSr1A0AqQu03vCNeVaRjlyarDkKaMpCVpK0EiQMyEhQUOYUCPfXR+wXYFkMNvXMPLVC0tmS0gkT4kzC1DbXTroawmIXQSyVEFJKVQDvmVomRwOUAmtN2Nx5LCWrZbiwopHiCvYJjI2qZGusA7CNqLbpnI6xmjjAHAAAD9KifugONZ13EXRP2gP8AEnX1KSKr3u0Ck+0Gz0zD9a57nVzBrLx9IEg7edU13iuXRGunhO4HFMDiCNPSqB3tOojZvX+I0C9isoGbLlTrtt56k1nZu8LmOld9J9ul5tq7ChmTDKh+IGVoUDxI8Wnn5VzoitTj9rdXCs0haB7CEqgJHQ8TxP8ASs5c2q0e2hSeoI+Nd3jmsdVjl2HIqMink14apJiFFJkEgjiKvLHtERo4OHtDf1qkNOt2CtSUDdRj+dKw25tbtLqZHiB4wPjwNKmsIS0gIRtMcCSTuTtJpVjtTXdlVti6ggDvQtCDA9pIBO3HwuDffrWjxBshCtdeHI/vpWE7MPxfIBOiEKIMgxljMojgZ5/h866Piv2luHJ1AIMc0khUeoNTJxppMuWZt7MEhbhlQ25D986NCwfIcKrWbwHfp6Ux+7CRHtHgEiZ8p2FEdFh2P4yllMJlbitEpGpJNeYTYLS33jpBeVqf8o/CnpxPH3Q7CsJlzvXPb4D8I5Dzo6/GXjTQrV3JB1OvDl7uX704ZjtIse0dB++NWeLYklIkmAPj5CsZe3Knlgq0TOg5dfOnJsZZamkS350R7/0pzAIMmSakQzlNFts+JIUPaC48ilOcSORE1owv7VtwlTj7aVapJTA8t1T56GaKUvvrl1ppoud6QkBO5KRvJ0AmdeGh4VHh1v8A21KASEg6a7BSZj/dWy7FWn1VROXMYc8USQNchJ4aD4mlcpO0zlch/u2kIeXmdCUhcBRBUBBOYgTQDz6dR3aZ8zQd++4okhPHnQdwHCSY0gceQ/rWdxxdMmjf+oJzEZE6eQ4Hl76mOLhOyEj/AEifLWKpvqyyowAdefT9+tSGzc45fef0qfWQbWdxijigSVbfr/WqNzGXNp/OrI2iimMw9069aoLiyUhUSk+8frVyROVon/qTm0iD5CoHGW3PaGU80wD6jY1ArOPuz0IpzZPERVa/0z3vtVXTORRTM8jzFXHZ23KQp3irwI9+p8v61V4kqVeg/OtRbIyobH4UAepAJ36mqyvDP6c2fHE6JEeqtTp7vfXtMYclKlcJV6cPy+NKs9Gfgv8AiVf+J7/ga61b/wCAX/E7/wDoqvKVXf8Ah49z+2Rtf7w/vhR1p7R/fGlSrHF2ZLey/fvqqxjj60qVUznbA9o90dT8qr3NhSpVePTO90Vbe031Hzqwd4dFf8BXtKi9oqswb/HK6K/4VuLT/DL/AIx/xNe0qnP/ACg8fYDCt19KkuvYV0PyNeUqd6bfVQx7R/fGn3FKlUKesbe6qrGN6VKnE5dAKYqlSrRgrr/2h0/M1o8D/wAO3/G5SpU8+k/Xth/co6j5ilSpVnTf/9k=",,,,,,,2026-07-14 23:26:24.211394
254,La metamorfosis,9789870714675,254,,,Clarin,1,,,,,,,,,,2026-07-14 23:26:24.570377
255,Manual de finanzas públicas,9789870310396,255,,,La Ley,1,,,,,,,,,,2026-07-14 23:26:24.92786
256,Mi perro Lucas,9789871337705,256,,,La Brujita de Papel,1,,,https://www.librosdelaarena.com.ar/media/catalog/product/cache/5be8613c49569c873a50ed7e321cb477/9/8/9871337705_9789871337705_2022-11-08_11_12_58.jpg,,,,,,,2026-07-14 23:26:25.284641
257,Padre Mugica,9789504985372,257,,,Desconocido,1,,,,,,,,,,2026-07-14 23:26:25.641956
258,Pappo,9789871690893,258,,,Rolling Stone,1,,,,,,,,,,2026-07-14 23:26:25.998839
259,Quiroga,9789500440110,239,,,Emecé,1,,,https://http2.mlstatic.com/D_NQ_NP_836311-MLA40974668940_032020-O.webp,,,,,,,2026-07-14 23:26:26.355865
260,Sarmiento,9789500438339,239,,,Emecé,1,,,https://proassets.planetadelibros.com.ar/usuaris/libros/fotos/223/original/portada_sarmiento_miguel-angel-de-marco_201608291401.jpg,,,,,,,2026-07-14 23:26:26.71295
261,Y el fútbol contó un cuento,9789870407959,,,,Alfaguara,1,,,,,,,,,,2026-07-14 23:26:26.891431
262,Ética para Amador,9789509122437,261,,,Ariel,1,,,,,,,,,,2026-07-14 23:26:27.250324
263,Una breve historia de casi todo,9788411322997,221,,,Desconocido,1,,,,,,,,,,2026-07-14 23:26:27.609884
264,Diario de Greg 16: EL NÚMERO 1,9789878120256,11,8,,Molino,1,A1,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhoaN0BK45SBtL2qAtoqsmL8xVIGKl46EiBQ&s,"Greg Heffley y los deportes no se lleyan bien.
Tras una desastrosa jornada deportiva en la escuela, Greg decide que lo de sudar la camiseta no es lo suyo, pero acepta a regañadientes la sugerencia de su mamá de inscribirse en basquetbol.
Las pruebas para entrar en el equipo le salen fatal y Greg cree que no lo escogerán. Contra todo pronóstico, lo admiten.
Al inicio de la temporada,
las probabilidades de ganar un partido parecen bajas, pero cuando todo esté en juego, ¿estará Greg a la altura de las circunstancias o tirará la toalla antes de tiempo?",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:26:28.1454
265,Diario de Greg 18: Descerebrados,9789878121185,11,8,,Molino,1,A1,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0e131FXVqyVjKDeQQVAevb5VjkS7XrMIe7g&s,"Para Greg Heffley la escuela no ha sido nunca un camino fácil.
Al anunciarse que cerrarán el edificio porque está en ruinas, Greg no parece muy afectado por la noticia, pero las cosas cambian cuando se entera de que no lo enviarán a la misma secundaria que a su mejor amigo, Rowley Jefferson. ¿Podrán Greg y sus compañeros salvar su escuela antes de que la cierren para siempre? ¿O comenzará un capítulo nuevo en la vida de Greg?",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:26:28.680914
266,Diario de Greg 19: En su salsa ,9789878121307,11,8,,Molino,1,A1,,https://calibroscopio.com.ar/wp-content/uploads/2025/02/9878121307.jpg,"Todo se complica para Greg Heffley cuando descubre que meter a todos sus familiares en una diminuta y calurosa casa en la playa es la receta perfecta para el desastre.
Hablando de recetas, los ingredientes de las legendarias albóndigas de la abuela siempre han sido top secret. ¿Logrará Greg destripar los misterios familiares antes de que se terminen las vacaciones? ¿O terminará cocinándose en su propia salsa?",217,Español,Diario de Greg,Muy bueno,4.0,2026-07-14 23:26:29.216587
267,El Ultimo Graduado,9789874831330,37,1,,Umbriel,1,A1,,https://images.cdn2.buscalibre.com/fit-in/360x360/0b/b8/0bb89f1b8df3b338eb0c0e127d5be14a.jpg,"El conocimiento otorga protección. Ese es el lema oficial de la Escolomancia. Supongo que podríamos decir que es cierto..., el problema es que aquí resulta muy difícil aprender, por lo que la potección de la que disponemos es más bien escasa",378,Español,Escolomancia,Muy bueno,5.0,2026-07-14 23:26:29.752046
